最大	4570225
目标	4563411
口	4558372
下午	4553883
睡	4548107
许多	4547308
利用	4545247
男人	4544736
终于	4540596
刚	4538680
仍	4508894
拉	4506155
实施	4492795
座	4490076
儿	4481850
更多	4478653
一个人	4476556
超过	4476294
调整	4465895
接	4446819
采用	4440985
是否	4440032
未来	4428623
汽车	4428211
只要	4407805
幸福	4391887
重	4388750
品牌	4385843
玩	4374432
呀	4373377
价	4369426
主	4369214
医院	4357484
资源	4356752
红	4340505
专家	4338618
不错	4333053
搞	4329779
产生	4325313
严重	4325278
举行	4322666
有人	4313794
每天	4306422
健康	4299575
如此	4296450
来说	4295502
突然	4291095
积极	4284783
王	4283123
这次	4282069
现场	4281147
分别	4277815
思想	4276412
全部	4267554
特别	4246223
关于	4233854
交	4228662
保护	4213336
早	4207187
参与	4183489
套	4178295
回复	4176627
变化	4170430
原来	4165131
块	4135617
球	4114558
喝	4110637
数	4109327
城	4107130
类	4095791
盘	4094843
版	4085219
交易	4073702
真正	4068343
多	4066140
注意	4063802
专业	4063611
游戏	4062501
分钟	4061507
收入	4051888
党	4049772
穿	4049039
重点	4048471
男	4041202
军	4036115
局	4031308
法律	4028751
海	4022088
讲	4014406
带来	4010404
自然	4010340
坐	4009019
最近	4006366
某	4003644
人士	3988563
取得	3986710
不仅	3977269
帮助	3969517
除了	3964879
共	3943514
明天	3942747
拥有	3939524
保持	3936302
数据	3930045
整个	3923732
看看	3923327
科技	3917661
不少	3916756
价值	3914668
按照	3913950
结束	3909071
坚持	3906088
句	3891670
首	3884237
电影	3883240
办法	3877579
改变	3869877
考虑	3867023
结构	3865599
单	3856078
脸	3853754
只能	3852992
几个	3850226
书	3849790
晚上	3841533
昨日	3837630
变	3835375
才能	3831536
香港	3822099
另外	3817502
另	3813646
者	3810712
新闻	3801691
楼	3788494
受到	3786838
越来越	3783084
之前	3770555
期	3757907
检查	3756738
求	3741881
眼	3735871
全面	3722326
拍	3715763
帮	3715083
指出	3714023
容易	3710833
当然	3689568
开展	3687779
责任	3674603
指	3671737
认识	3671008
有效	3668419
难	3662291
靠	3661389
任务	3661381
农村	3652024
集团	3645582
新华社	3644400
推荐	3643734
资产	3632679
本报讯	3629640
克	3629513
正常	3611668
包	3610870
金融	3608508
多少	3605154
原	3601337
政治	3600685
晚	3591889
最终	3590021
风险	3583331
导致	3582062
措施	3575976
收	3575512
相信	3573761
马	3573559
而是	3567782
建议	3566560
选	3566176
字	3563685
卖	3552073
传统	3550907
干部	3546749
实际	3540075
们	3538610
用户	3519930
快乐	3515465
十分	3513416
边	3512164
管	3507983
特	3504809
全球	3494264
创新	3488558
期间	3482430
科学	3465936
斯	3459922
之一	3449984
效果	3447934
共同	3439379
需求	3426392
店	3426036
法	3425404
不到	3421652
程度	3420860
保证	3420827
短	3416590
并不	3413480
换	3410991
具体	3404281
采取	3399840
改	3399282
消费者	3396485
经验	3391357
吨	3391266
购	3387828
地址	3385922
段	3385720
有的	3385022
家庭	3384191
药	3381059
正式	3375920
意义	3374532
因素	3368480
常	3362752
压力	3357241
事件	3343015
讯	3341168
远	3335131
深	3330919
减少	3330348
联系	3329833
气	3320755
白	3309791
神	3301541
更加	3300682
办	3294030
持续	3292405
黑	3291753
以前	3288441
患者	3285059
回家	3284335
范围	3283421
飞	3283381
优势	3279292
有点	3279069
身体	3276560
当地	3274198
行动	3274170
光	3267609
肯定	3266786
引起	3265772
哈	3261457
尔	3257953
伤	3256037
竞争	3243620
西	3230578
老师	3224432
山	3219174
半	3217179
方案	3213713
哥	3212389
利益	3204268
成本	3202297
空间	3194194
性	3194091
权	3185008
案	3184115
促进	3183890
相	3182865
定	3182673
客户	3174197
结合	3170521
真是	3164146
投资者	3162796
动	3162173
旅游	3160360
风	3158572
简单	3158296
份	3152293
下降	3148330
大量	3147931
血	3144044
油	3141652
回来	3130309
规划	3122539
上午	3115717
干	3113588
活	3102669
跑	3102280
充分	3097367
辆	3096877
交通	3095916
层	3094310
言	3094252
运动	3088691
发表	3088322
音乐	3087664
亲	3087490
根本	3086368
人生	3081453
最高	3072895
稳定	3069755
速度	3067128
力量	3066398
物	3062960
工业	3055409
开心	3055245
推出	3053493
大学	3052172
农民	3050680
公	3049228
病	3049015
友	3046402
掉	3044218
双方	3042404
规模	3042078
执行	3041611
应用	3039508
综合	3037880
战略	3036906
生命	3033438
平均	3027779
意见	3016633
再次	3014962
还要	3014011
台湾	3011185
想到	3006764
装	3004168
领域	3000306
不想	2996359
土地	2995967
冷	2994633
购买	2992285
很大	2991517
状态	2984442
最好	2981868
妈	2981107
曾经	2975456
公布	2966637
发挥	2957323
分享	2952689
既	2951432
广州	2947620
永远	2947043
电视	2941930
模式	2940263
懂	2938469
首先	2938016
消费	2937918
英国	2930587
尽管	2929651
热	2928417
于是	2920480
现	2919028
革命	2902570
木	2901802
万	2893433
以下	2891976
上涨	2888051
理论	2886627
值	2877818
面对	2874297
且	2873623
现象	2871631
发布	2870649
爱情	2866609
总是	2866329
统计	2862205
说明	2853681
社会主义	2852928
同样	2850232
妈妈	2844413
确定	2835499
网站	2835315
牛	2833604
设备	2832929
知识	2830665
细胞	2829987
宝	2828933
歌	2827341
并且	2826936
几乎	2819688
支	2816446
此次	2809651
以为	2809222
明确	2809106
资料	2807978
是不是	2799518
感	2798372
采访	2797893
衣	2797796
离开	2795210
长期	2794875
电脑	2790013
居民	2784464
村	2784220
行政	2781844
刚刚	2777434
冠军	2776808
底	2776520
转发	2775853
里面	2771016
倍	2769922
股东	2768299
对方	2764244
证券	2761192
成立	2758799
心里	2751376
农业	2749267
统一	2747558
负责人	2745258
证	2743027
重大	2741280
困难	2740769
负责	2740418
差	2740280
若	2739553
哪	2731070
经常	2727590
团	2724479
房地产	2723227
厂	2717287
贷款	2704990
投	2704039
广告	2703892
派	2703781
人才	2703069
人民币	2702955
清	2701137
关键	2698461
代	2698101
往	2697874
错	2694625
极	2694188
下来	2690126
保障	2688223
杀	2683954
让人	2683760
安排	2678840
体	2678670
表	2678360
令	2677640
杯	2675127
先生	2674022
机制	2661566
宣传	2660513
市民	2659107
集中	2657767
商业	2655742
很好	2654919
心情	2654481
轮	2654305
心理	2647813
户	2646722
狗	2646614
出口	2642653
属于	2642561
来到	2642181
食品	2637862
连续	2636147
投入	2628799
谢谢	2626069
体系	2625210
满	2621975
反	2619252
实行	2617499
县	2616627
排	2606142
仍然	2596903
后来	2594371
形式	2592680
联合	2590539
建筑	2589331
月份	2586854
监督	2585817
训练	2583703
成绩	2581691
中央	2579313
事业	2571409
时代	2571029
此外	2562928
建	2562043
良好	2560766
方向	2560429
电子	2557666
目的	2557147
明	2556235
韩国	2553978
绝对	2553429
现代	2552843
同志	2550508
降低	2546434
服	2544990
嘛	2543515
阶段	2543461
扩大	2536168
保	2534367
相当	2533911
需	2533071
儿子	2532800
哭	2532529
比如	2532450
一个	2532256
今日	2531823
色	2530556
倒	2525091
些	2525069
似乎	2523972
然而	2518852
易	2512441
第一次	2507102
商品	2506306
附近	2501937
型	2496797
德	2496691
感到	2494465
节	2493996
迅速	2491312
作品	2490284
宣布	2489606
亿	2486908
初	2483298
龙	2476216
面积	2471546
预计	2471209
酒	2470006
故事	2466900
位置	2463579
都会	2460531
召开	2460325
相对	2457293
留	2455397
也许	2454687
挺	2454649
讨论	2451509
值得	2450608
可爱	2450539
东	2449817
利	2449613
幅	2445675
世纪	2439930
升	2439573
事故	2439344
梦	2438981
公开	2436125
黄	2434323
科	2430204
平方米	2429314
算	2423804
民族	2421469
材料	2421029
量	2419826
无论	2418111
票	2417763
看来	2413046
劳动	2411701
华	2407959
透露	2407561
愿意	2405775
认真	2405014
眼睛	2404448
委员会	2403424
保险	2402994
期待	2398123
反映	2395485
每年	2394621
证明	2393675
赛	2392716
死亡	2391528
操作	2387631
巨大	2385192
末	2384400
股票	2380283
及时	2379873
流	2377586
满足	2376472
即使	2373472
南	2370598
反应	2361616
理解	2359869
恢复	2359375
重新	2358576
原则	2354691
怕	2353010
战	2350697
声音	2349543
整体	2340129
比例	2337695
立即	2334395
培养	2333833
从而	2328876
考试	2327509
照片	2326345
联	2325621
父母	2323611
表明	2323608
每个	2322304
好好	2320582
解释	2317251
职工	2315752
到底	2314505
停	2313792
艺术	2311816
特别是	2310713
校	2309394
完善	2308111
教学	2303860
费用	2302353
依然	2302167
区域	2301653
创造	2301599
特点	2301590
抢	2300619
男子	2300181
上升	2298679
强调	2296691
变成	2295765
合同	2292871
唱	2292422
发行	2291640
夜	2290313
清楚	2289507
秒	2289039
重视	2286392
欧洲	2283121
广大	2280867
不再	2278721
指数	2277987
普通	2276817
感谢	2276568
机关	2274976
推动	2274594
星	2273308
唯	2271753
知	2271554
新浪	2271133
术	2265959
身边	2264197
说道	2263613
加入	2263166
针对	2261377
过来	2257864
医疗	2256794
除	2256679
睡觉	2255503
副	2254159
至少	2252990
步	2252690
假	2250433
好像	2250053
深圳	2249470
记得	2249164
利润	2248480
平	2247577
翻	2247333
担	2246832
就要	2246327
取	2246252
数量	2245570
交流	2238283
现实	2237340
情	2229004
警方	2227721
逼	2226396
年代	2217928
通	2217044
合理	2216151
处于	2215718
它们	2215576
状况	2211433
李	2210153
推进	2207404
符合	2206826
欢迎	2206557
不可	2198803
居然	2196980
习惯	2186741
确实	2186188
免费	2184692
培训	2184034
客	2183644
青年	2179084
正是	2177730
明白	2174007
有限公司	2170111
享受	2169028
总统	2167793
提	2165440
资本	2164792
近日	2161782
职业	2159944
公里	2158996
抓	2156527
剑	2154875
班	2152978
相比	2152535
来源	2152120
改善	2149553
粉	2148523
哇	2146042
鱼	2145015
制定	2143602
制	2139841
抱	2139564
德国	2139511
累	2139063
胜	2137585
不用	2135224
遇到	2132857
人类	2130355
不了	2129369
经历	2129300
申请	2127267
态度	2126936
犯罪	2123527
哪里	2122759
痛	2120805
股份	2116787
下去	2115679
任	2114431
亮	2114246
手术	2111755
教师	2110219
规范	2109390
陪	2103073
左	2102467
竟然	2100166
肉	2098905
不管	2094809
传	2093479
出去	2092743
家里	2091816
脚	2091754
群	2091384
社区	2091157
今晚	2089895
同学	2089641
基	2088758
丰富	2086953
北	2086582
内部	2086303
回到	2086256
防	2085833
啥	2084603
所谓	2082047
离	2082002
不足	2080812
选手	2077090
协议	2075994
唔	2075724
院	2075341
对手	2069050
毛	2067248
独立	2066338
主席	2063722
怎样	2062192
软件	2061035
指标	2060036
委	2058498
听到	2056543
各地	2055670
女性	2055359
推	2054020
自由	2052735
那样	2052650
考	2049971
道路	2047731
上述	2045298
一段	2044096
视频	2041994
组成	2041500
实力	2040315
指导	2038706
去了	2037069
贸易	2035854
时期	2034479
球员	2034203
第	2033366
俄罗斯	2031030
快速	2030573
直	2027921
手段	2026339
落	2025410
挂	2025038
作者	2024308
体现	2022367
体育	2022070
时尚	2021928
天气	2021017
核心	2020216
随后	2018088
姐	2017680
如今	2017389
她们	2017057
不敢	2015144
当前	2014150
适合	2013862
往往	2010786
想要	2008628
高度	2008036
式	2007806
端	2005512
严格	2003299
鞋	2003187
那里	2002932
加快	1997509
先进	1996747
放弃	1992874
女孩	1989893
医生	1989717
增强	1989388
面临	1983539
林	1981958
法国	1980633
通知	1978988
载	1978769
读	1976706
忙	1974145
父亲	1969146
基地	1968768
应当	1968272
系列	1967285
具	1967167
突破	1966459
巴	1962987
并没有	1959957
感情	1959611
增	1959548
女儿	1956654
平台	1954507
难以	1954393
立	1953798
每次	1953286
民	1953066
有所	1951519
员工	1948927
工人	1947116
地位	1945106
教	1943927
人家	1943100
心中	1941611
投票	1941552
观察	1941018
更是	1939690
瓶	1936256
儿童	1936144
设施	1934491
运	1934245
含	1931027
提升	1930682
同意	1927367
才是	1927232
谈	1926832
老人	1922819
节目	1921574
收购	1920960
年轻	1920505
亦	1918815
一边	1917420
加上	1916450
失去	1915168
官员	1914157
观众	1912618
卫生	1912186
篇	1911817
业	1909017
位于	1907940
马上	1907681
正确	1907138
抗	1906422
敢	1904456
实践	1903170
猫	1900521
安	1899187
合	1898648
亚	1898200
胜利	1893917
评论	1892670
形象	1889771
银	1885747
石	1885415
空	1884496
飞机	1883402
表达	1882022
趋势	1881428
开放	1879283
名字	1873332
很快	1868056
说话	1865527
举办	1863666
工作人员	1862887
母亲	1862726
顶	1861086
回答	1860996
首次	1860732
美丽	1860616
近期	1859890
股权	1858728
滴	1857397
画	1857015
评价	1856995
涨	1856875
案件	1855031
就业	1850586
大型	1847222
实	1846734
落实	1846356
人物	1844883
调	1844755
朝	1844468
镇	1844278
著名	1844180
成员	1843859
根	1843372
自身	1843192
置	1842722
当年	1842627
老板	1840967
不知	1840426
春	1838417
床	1834197
制造	1833572
架	1831928
计算	1831430
招	1830405
紧张	1829769
数字	1829167
给予	1829004
运行	1828570
试	1828495
编辑	1827643
女子	1827539
雪	1827293
右	1825367
临床	1824339
球队	1823950
一份	1823679
深入	1821651
纸	1821382
供应	1815378
住房	1813578
预期	1813479
对此	1813387
获	1809420
尽	1808449
破	1808440
看见	1806256
日子	1805465
本来	1805153
和平	1804373
结婚	1803435
今后	1801416
协会	1800637
改造	1797652
逐步	1796951
南京	1796900
损失	1796294
香	1795017
工	1794183
监管	1794164
为主	1792252
工资	1790709
持	1789463
事实	1787508
火	1786906
感受	1784546
云	1784025
牌	1781402
实验	1780950
板	1776868
逐渐	1776793
普遍	1776675
菜	1775861
国外	1775203
必要	1774914
体制	1774801
吸引	1774791
乱	1774108
最新	1773723
笔	1772376
货	1768975
在于	1767639
照	1767306
文件	1765487
加大	1763845
之中	1763552
刀	1761770
师	1759617
晚安	1759073
大会	1758909
支付	1758540
加油	1758322
突出	1757830
流通	1756508
跌	1756240
陈	1755577
精彩	1753951
赢	1751903
专门	1751761
击	1751149
皮	1747075
病人	1746258
图片	1743911
街	1740948
吃饭	1740725
真实	1740354
意识	1739136
准	1739001
距离	1737726
缺乏	1735867
特色	1735220
展开	1735094
对象	1735081
英	1734704
年龄	1734216
追	1734137
查	1732757
更好	1732520
不够	1732435
一旦	1732392
收益	1731516
明年	1729337
顺利	1729293
优秀	1726600
广	1725740
届	1725583
方便	1724660
食	1724506
队伍	1724485
记	1722264
反对	1721613
象	1719614
发出	1719513
当天	1719216
据悉	1718966
战争	1718280
成长	1718173
甲	1716883
品	1714807
令人	1714653
有着	1714493
充满	1714355
较大	1712968
素质	1712751
早上	1712061
创	1711634
漂亮	1709424
不得	1705100
主动	1703593
不可能	1701909
房子	1699502
本身	1697079
限制	1697059
尤其是	1696571
补	1691363
产	1690773
用于	1688597
特殊	1687008
乐	1686988
配合	1686906
使得	1684363
成熟	1682198
强烈	1681181
主任	1680404
饭	1679062
领	1677931
蓝	1677065
避免	1675015
估计	1673995
程序	1668444
显	1667023
小组	1666458
语	1664464
势	1662411
广泛	1662092
财政	1661826
军事	1661744
秋	1660245
属	1660245
试验	1660168
爆	1659803
及其	1659559
关心	1658509
涉及	1657908
轻	1657531
广东	1656695
展	1655750
维	1655471
忘	1655340
启动	1651244
文章	1650939
部队	1648860
矛盾	1648758
收到	1643682
质	1643036
一致	1642974
全省	1642029
树	1639820
三	1639404
即将	1638971
颗	1636855
品种	1636542
车辆	1636002
设	1635853
下跌	1634566
腿	1633458
罗	1631939
维护	1631513
检测	1630769
实际上	1627599
每一	1627597
变得	1624764
亚洲	1623868
学会	1619785
化	1619657
皮肤	1619332
控	1616878
咯	1616687
波	1616590
奥	1615650
尼	1614666
室	1613811
强大	1612105
语言	1611782
弄	1608859
伊朗	1608820
人口	1607274
净	1607231
国务院	1606823
拍摄	1605763
高兴	1605485
养	1600944
等待	1599410
集	1597151
理由	1596555
承担	1596274
伟大	1595653
配	1594290
提前	1593990
教授	1593970
娱乐	1593373
久	1592947
布	1592827
掌握	1592418
贴	1590367
测试	1590055
爸爸	1588225
追求	1587344
萌	1586546
挑战	1586469
移动	1585437
登记	1584892
公告	1583928
业绩	1582304
集体	1579747
升级	1579171
脑	1577372
主题	1575466
器	1574815
世	1574708
斗争	1574230
洗	1573244
韩	1571309
股市	1571288
此前	1570447
等等	1570370
体验	1569970
足球	1569438
办公室	1567920
和谐	1567143
关	1564188
黄金	1564010
丝	1562155
帅	1561616
石油	1561582
形势	1560996
彻底	1560325
风格	1560073
朝鲜	1557284
祝	1557051
动物	1556888
进口	1556658
角度	1556598
公共	1553549
样子	1552611
环保	1552458
队员	1552379
今	1551894
成果	1551702
联赛	1549990
此时	1549619
办理	1549372
魔	1549080
大部分	1547966
很难	1546277
杭州	1545069
其它	1543472
印度	1542455
最佳	1541213
身份	1540455
留下	1539779
能源	1539721
伊拉克	1539168
监	1538319
傻	1537859
打开	1537450
足	1537225
疾病	1537025
鸡	1536025
上班	1535970
亩	1535225
审计	1534335
休息	1533914
望	1533704
环	1532483
许	1531916
纷纷	1531196
执法	1531149
推广	1530991
情绪	1530643
圈	1530361
兄弟	1530281
承认	1527794
压	1525523
全市	1525322
满意	1524808
摄	1524728
明星	1523117
咨询	1523003
药品	1520226
苦	1518730
寻找	1518600
概念	1517972
先后	1517855
不如	1516884
要是	1516869
复杂	1514289
侧	1513977
好多	1513265
难道	1512920
意思	1511111
存	1509079
格	1508584
制作	1507144
适应	1505456
那种	1502304
额	1502082
美好	1502006
实在	1497560
协调	1497528
确保	1496596
猪	1496228
书记	1495439
毛主席	1493778
物质	1491699
意	1491611
题	1491553
個	1491081
相应	1490640
显然	1489054
受伤	1488923
嘴	1486619
拒绝	1484210
各级	1484078
多次	1483885
民警	1482521
注册	1482368
显得	1482167
观	1482098
危险	1482038
费	1481845
想起	1479643
打击	1479598
感动	1479406
课	1478367
宝贝	1473541
表演	1472847
剧	1471943
贡献	1471055
错误	1470075
利率	1469954
冲	1469945
就算	1469834
第一个	1469568
并不是	1469406
急	1468976
居	1468871
妹	1467979
铁路	1466394
始终	1466159
力度	1465932
降	1464923
收费	1463964
一批	1463838
重庆	1462826
整	1462751
众多	1462588
跳	1462177
茶	1460839
批准	1460688
人数	1459218
动作	1457229
偏	1456285
高级	1455965
尚	1454467
虽	1454170
刚才	1453603
相互	1453192
觉	1452304
核	1450025
般	1449773
好看	1449259
运营	1448996
妻子	1448360
自我	1448272
文明	1447758
厦门	1447463
旧	1446743
出台	1446269
史	1444112
慢慢	1443925
刘	1441824
理想	1439404
司机	1438310
春节	1435153
毕业	1434508
鼓励	1433443
记录	1432447
刺激	1431933
必	1431492
列	1431047
加工	1430945
哎	1430938
痛苦	1430166
出席	1430007
转移	1428883
奇	1428183
污染	1426297
梦想	1426005
破坏	1425461
京	1425430
驻	1424923
雷	1423524
维持	1421441
青	1421251
中午	1420451
待	1420394
上面	1418409
固定	1418137
提醒	1418095
民主	1416317
完美	1415461
铁	1414282
药物	1412501
观点	1411430
酒店	1411102
之外	1410063
从事	1408559
苹果	1408271
雨	1404178
理	1403455
生态	1401946
律师	1401774
周围	1401545
忘记	1400086
同期	1399492
法院	1399125
家长	1397393
阳光	1395374
背	1395235
批	1394732
论坛	1390943
抽	1389974
各项	1388449
房价	1388326
何	1387101
最低	1387093
不起	1386854
解	1386616
承诺	1385745
呵呵	1383250
输	1381824
经典	1381639
供	1379513
经理	1378849
警察	1378433
互联网	1375803
源	1375261
财务	1372904
切	1372723
背景	1372113
土	1371708
组合	1370893
依法	1369092
素	1367513
至今	1366642
玉	1364299
直到	1364259
秀	1364168
墙	1363286
弱	1362737
贵	1362186
鸟	1361564
点	1361400
紧	1361154
设立	1361003
后面	1359803
游	1358328
沿	1357817
违法	1357589
感染	1355695
税	1355000
退	1354925
轻松	1354158
货币	1354072
大大	1352293
主持人	1352164
施工	1351937
错过	1351667
船	1351330
近年来	1351056
商务	1350794
缺	1350374
具备	1348454
封	1347928
季度	1345909
低于	1345714
成都	1345303
烧	1345131
进步	1344634
回去	1342914
一半	1342398
分配	1342010
果然	1340165
负	1339121
构成	1338367
动力	1337206
住宅	1335872
现金	1335380
竟	1333012
治	1332974
这时	1332688
桥	1331091
某些	1330212
期货	1329780
借	1328905
各个	1328313
或许	1327444
接近	1327109
观念	1323297
防止	1322742
联合国	1322354
纳	1320316
伤害	1319487
显著	1319386
一部分	1315465
运输	1314730
爸	1314288
速	1313732
君	1313630
草	1313529
否则	1313464
担任	1313035
演出	1312375
超级	1311618
英语	1311179
已有	1310486
短期	1309795
姐姐	1309182
预测	1308799
修	1308587
优惠	1307305
福	1305860
渠道	1305776
真心	1305316
高校	1305258
蛋	1305129
权利	1305094
性能	1304569
房屋	1303967
遍	1303888
患	1303552
特征	1303330
昨晚	1301632
社	1301517
恩	1299445
总结	1299303
道德	1299294
热情	1299073
温暖	1298543
古	1298352
俱乐部	1297344
够	1297131
困	1296999
攻击	1296624
饿	1295666
差异	1295603
不但	1294324
膜	1293810
冬	1292619
意味着	1290674
学院	1290011
有时	1289849
